2.2811 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
8.8232 	EXP 	Created face_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='face_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
8.8239 	EXP 	Created trial_prompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='trial_prompt', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.8444 	EXP 	Created out_of_time_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='out_of_time_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.8487 	EXP 	window1: mouseVisible = True
8.8610 	EXP 	Created attractiveness_slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='attractiveness_slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
8.8733 	EXP 	Created attractiveness_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='attractiveness_instr', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.8796 	EXP 	attractiveness_slider: autoLog = True
8.8796 	EXP 	attractiveness_slider: markerPos = None
8.8796 	EXP 	attractiveness_slider: styleTweaks = []
8.8796 	EXP 	attractiveness_slider: styleTweaks = []
8.8796 	EXP 	attractiveness_slider: styleTweaks = []
8.8796 	EXP 	attractiveness_slider: styleTweaks = []
8.8796 	EXP 	attractiveness_slider: contrast = 1.0
8.8796 	EXP 	attractiveness_slider: autoLog = True
8.8796 	EXP 	text: autoDraw = True
9.5540 	EXP 	Imported fluency_conditions.xlsx as conditions, 5 conditions, 4 params
9.5548 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
9.5552 	EXP 	New trial (rep=0, index=0): {'cond': 'GCNB', 'face_file': 'img/B09_01.jpg', 'key_map': 'DK', 'instr': 'Press D if the face is GENDER-CONFORMING and K if the face is NONBINARY'}
9.5721 	DATA 	Keypress: space
9.5760 	EXP 	text: autoDraw = False
9.5760 	EXP 	specific_instructions: height = 0.05
9.5760 	EXP 	specific_instructions: height = 0.05
9.5760 	EXP 	specific_instructions: height = 0.05
9.5760 	EXP 	specific_instructions: text = 'Press D if the face is GENDER-CONFORMING and K if the face is NONBINARY\n hit spacebar to continue'
9.5760 	EXP 	specific_instructions: autoDraw = True
10.5058 	DATA 	Keypress: space
10.5123 	EXP 	Imported fluency_conditions.xlsx as conditions, 5 conditions, 4 params
10.5126 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
10.5128 	EXP 	New trial (rep=0, index=0): {'cond': 'CONTROL', 'face_file': 'img/B09_01.jpg', 'key_map': 'DK', 'instr': 'Press D or K as soon as you see a face!'}
10.5131 	EXP 	Created sequence: sequential, trialTypes=1, nReps=99, seed=None
10.5134 	EXP 	New trial (rep=0, index=0): None
10.5586 	EXP 	specific_instructions: autoDraw = False
10.5586 	EXP 	text_2: autoDraw = True
10.5586 	EXP 	text_2: autoDraw = False
10.5586 	EXP 	text_2: autoDraw = False
10.5586 	EXP 	face_image: image = 'img/B09_01.jpg'
10.5586 	EXP 	trial_prompt: height = 0.05
10.5586 	EXP 	trial_prompt: height = 0.05
10.5586 	EXP 	trial_prompt: height = 0.05
10.5586 	EXP 	trial_prompt: text = 'Press D or K as soon as you see a face!'
10.5586 	EXP 	face_image: autoDraw = True
10.5586 	EXP 	trial_prompt: autoDraw = True
11.3730 	DATA 	Keypress: k
11.3736 	EXP 	Created sequence: sequential, trialTypes=1, nReps=0, seed=None
11.3871 	EXP 	face_image: autoDraw = False
11.3871 	EXP 	trial_prompt: autoDraw = False
11.3871 	EXP 	attractiveness_slider: markerPos = None
11.3871 	EXP 	attractiveness_slider: markerPos = None
11.3871 	EXP 	attractiveness_slider: autoDraw = True
11.3871 	EXP 	attractiveness_instr: autoDraw = True
13.0705 	DATA 	Mouse: Left button down, pos=(1151,134)
13.0860 	EXP 	attractiveness_slider: markerPos = 3.7074074074074073
13.1025 	EXP 	attractiveness_slider: markerPos = 3.7074074074074073
13.1189 	EXP 	attractiveness_slider: markerPos = 3.7074074074074073
13.1353 	EXP 	attractiveness_slider: markerPos = 3.7074074074074073
13.1405 	DATA 	Mouse:  Left button up, pos=(1151,134)
13.1526 	EXP 	attractiveness_slider: markerPos = 3.7074074074074073
13.1690 	EXP 	attractiveness_slider: markerPos = 3.7074074074074073
13.1716 	EXP 	New trial (rep=0, index=1): {'cond': 'GCNB', 'face_file': 'img/B09_01.jpg', 'key_map': 'DK', 'instr': 'Press D if the face is GENDER-CONFORMING and K if the face is NONBINARY'}
13.1721 	EXP 	Created sequence: sequential, trialTypes=1, nReps=99, seed=None
13.1729 	EXP 	New trial (rep=0, index=0): None
13.1856 	EXP 	attractiveness_slider: autoDraw = False
13.1856 	EXP 	attractiveness_instr: autoDraw = False
13.1856 	EXP 	text_2: autoDraw = True
14.7912 	EXP 	text_2: autoDraw = False
14.7912 	EXP 	text_2: autoDraw = False
14.7912 	EXP 	face_image: image = 'img/B09_01.jpg'
14.7912 	EXP 	trial_prompt: height = 0.05
14.7912 	EXP 	trial_prompt: height = 0.05
14.7912 	EXP 	trial_prompt: height = 0.05
14.7912 	EXP 	trial_prompt: text = 'Press D if the face is GENDER-CONFORMING and K if the face is NONBINARY'
14.7912 	EXP 	face_image: autoDraw = True
14.7912 	EXP 	trial_prompt: autoDraw = True
16.7832 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
16.7834 	EXP 	New trial (rep=0, index=0): None
16.7988 	EXP 	face_image: autoDraw = False
16.7988 	EXP 	trial_prompt: autoDraw = False
16.7988 	EXP 	out_of_time_2: autoDraw = True
18.4327 	DATA 	Keypress: space
18.4336 	EXP 	New trial (rep=1, index=0): None
18.4475 	EXP 	out_of_time_2: autoDraw = False
18.4475 	EXP 	text_2: autoDraw = True
19.2833 	EXP 	text_2: autoDraw = False
19.2833 	EXP 	text_2: autoDraw = False
19.2833 	EXP 	face_image: image = 'img/B09_01.jpg'
19.2833 	EXP 	trial_prompt: text = 'Press D if the face is GENDER-CONFORMING and K if the face is NONBINARY'
19.2833 	EXP 	face_image: autoDraw = True
19.2833 	EXP 	trial_prompt: autoDraw = True
21.2787 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
21.2790 	EXP 	New trial (rep=0, index=0): None
21.2947 	EXP 	face_image: autoDraw = False
21.2947 	EXP 	trial_prompt: autoDraw = False
21.2947 	EXP 	out_of_time_2: autoDraw = True
22.5788 	DATA 	Keypress: space
22.5797 	EXP 	New trial (rep=2, index=0): None
22.5935 	EXP 	out_of_time_2: autoDraw = False
22.5935 	EXP 	text_2: autoDraw = True
24.8423 	EXP 	text_2: autoDraw = False
24.8423 	EXP 	text_2: autoDraw = False
24.8423 	EXP 	face_image: image = 'img/B09_01.jpg'
24.8423 	EXP 	trial_prompt: text = 'Press D if the face is GENDER-CONFORMING and K if the face is NONBINARY'
24.8423 	EXP 	face_image: autoDraw = True
24.8423 	EXP 	trial_prompt: autoDraw = True
25.6262 	DATA 	Keypress: k
25.6268 	EXP 	Created sequence: sequential, trialTypes=1, nReps=0, seed=None
25.6408 	EXP 	face_image: autoDraw = False
25.6408 	EXP 	trial_prompt: autoDraw = False
25.6408 	EXP 	attractiveness_slider: markerPos = None
25.6408 	EXP 	attractiveness_slider: markerPos = None
25.6408 	EXP 	attractiveness_slider: autoDraw = True
25.6408 	EXP 	attractiveness_instr: autoDraw = True
27.8395 	DATA 	Mouse: Left button down, pos=(1193,99)
27.8552 	EXP 	attractiveness_slider: markerPos = 3.862962962962963
27.8718 	EXP 	attractiveness_slider: markerPos = 3.862962962962963
27.8885 	EXP 	attractiveness_slider: markerPos = 3.862962962962963
27.9043 	EXP 	attractiveness_slider: markerPos = 3.862962962962963
27.9052 	DATA 	Mouse:  Left button up, pos=(1193,99)
27.9215 	EXP 	attractiveness_slider: markerPos = 3.862962962962963
27.9233 	EXP 	New trial (rep=0, index=2): {'cond': 'MF', 'face_file': 'img/B09_01.jpg', 'key_map': 'DK', 'instr': 'Press D if the face is MALE and K if the face is FEMALE'}
27.9238 	EXP 	Created sequence: sequential, trialTypes=1, nReps=99, seed=None
27.9244 	EXP 	New trial (rep=0, index=0): None
27.9384 	EXP 	attractiveness_slider: autoDraw = False
27.9384 	EXP 	attractiveness_instr: autoDraw = False
27.9384 	EXP 	text_2: autoDraw = True
28.1401 	DATA 	Keypress: escape
28.6675 	EXP 	window1: mouseVisible = True
